X,Y
2.26656402226988,9.223372151735209
3.5499630583193733,-16.90726920432636
0.6942384274609337,-2.069688131949598
5.190597909082704,20.49859315580457
0.676125635922149,-0.3312730688116341
8.003565078223616,29.256952774634033
2.3371208191043302,9.377787602850217
5.400119146045106,14.976734046704367
8.800790875614583,25.57677747712507
6.5087736904719415,15.562964457038376
5.329577865513353,18.607820629050565
3.243337531153756,11.745596718685196
3.330019130581979,17.476893967164642
6.694869551981901,12.12105971985142
9.941393612211675,21.730784497147503
6.618391898493786,20.318218178135734
5.577834173700249,20.968999542112385
7.306505102392461,59.959505084557144
4.652056122837181,-4.750644968651464
0.6014234260078521,-19.8150582274608
5.6229681587790985,15.749055800947392
9.576252845053801,34.70833083539961
1.7530294235765964,7.034561633581152
6.900048908206657,25.950730982251965
2.0093368865905648,26.64891735431064
5.3582768447308124,17.106386021446433
0.9667644964671962,2.98343011283258
4.503709362581851,10.008122174116426
7.561633288952461,15.939130603267051
3.4757152423898208,5.919991038380553
6.64911724487218,18.848176769102484
7.954499607897292,32.717165149044035
9.271778194794527,46.93901766533476
2.3464208185545354,7.437739765403806
3.993159158093081,24.373705671735404
1.5241601333041743,4.555633150027028
9.924835021583752,56.55682170743485
9.270009679242953,38.94396626571993
5.399571302805596,20.913097063735414
8.420332943764212,24.087509523944117
5.209579772720422,10.910496127566727
6.2358568800275975,29.073698896873424
0.8912443211601662,-5.594111826322219
7.552704204968079,20.67838162045792
1.2771348363523483,-6.136837312626621
8.260676302525283,35.11934906393663
7.820280876703859,36.144198310961016
7.087446977429765,47.970292683404
0.36160380524762115,8.115785186775827
3.031283559453286,5.638792092222737
2.631125699108429,8.242010524967561
3.6013640747151907,11.776650001422045
0.8764274676383854,15.640089533881905
9.369578230310628,35.93047511415597
5.538022407123763,16.986973905815777
3.0552431065802352,15.999788602040752
3.969815170742834,19.823108882263586
4.472025405048356,17.872508631138896
6.005943333606173,18.893113856654125
5.156794276964978,9.15111680171974
9.193919732144174,22.714885905117377
4.969634829058302,6.817322438209908
9.921580148233126,31.015430101658552
8.514249577450958,26.184203311962047
2.085105143573358,11.316009212980731
9.305952146439163,27.788274843587338
1.163663978854761,4.786449678681346
8.174497084911916,28.321962169661443
3.806232934765801,15.424360449710981
8.779743204450694,31.895412249305853
8.680566901074503,28.48451323368717
8.059254001176212,22.282370041279606
7.900304363070614,27.23248926102613
3.046791390980408,4.494940881074362
0.8091928305125218,9.816996435075328
4.029801787651614,14.209723703055484
1.7352451498650867,9.23129348818164
6.9495108890246176,37.10601248394918
3.4609972653778556,16.128407519309956
9.756102008599148,32.86100700009807
6.40972077345332,14.079490840909283
8.224805636343609,15.172723377939146
1.3252467274184843,5.152020159727313
8.620144822726225,18.958259473272253
9.227571905133944,38.217424193581515
4.870619188189359,20.93576500270287
6.062529377509774,26.843992706008933
7.648098009029955,-17.161456334429186
1.7483862726041255,5.041583045593818
5.0256607646344245,21.862560298208443
3.986630277723131,6.6120658146989575
1.4637399216224911,4.879227800104156
3.6753442229153146,18.883310725887718
0.6817230938549357,1.9377903284956788
0.25811906949486985,-3.728153469001507
1.3516628915482276,-149.01277097458845
9.631151115891738,24.82632612151577
5.49529535895017,38.69279250739039
9.6582216115322,28.253386122419634
4.32497878330132,64.37163578253863
